gene_id,true_log2_fold_change,is_differential
gene_04724,0.0,False
gene_04725,0.0,False
gene_04726,0.0,False
gene_04727,0.0,False
gene_04728,0.0,False
gene_04729,0.0,False
gene_04730,0.0,False
gene_04731,0.0,False
gene_04732,0.0,False
gene_04733,0.0,False
gene_04734,0.0,False
gene_04735,0.0,False
gene_04736,0.0,False
gene_04737,0.0,False
gene_04738,0.0,False
gene_04739,0.0,False
gene_04740,0.0,False
gene_04741,0.0,False
gene_04742,0.0,False
gene_04743,0.0,False
gene_04744,0.0,False
gene_04745,0.0,False
gene_04746,-1.9438420035138417,True
gene_04747,0.0,False
gene_04748,0.0,False
gene_04749,0.0,False
gene_04750,0.0,False
gene_04751,1.5734603181512805,True
gene_04752,0.0,False
gene_04753,0.0,False
gene_04754,0.0,False
gene_04755,0.0,False
gene_04756,0.0,False
gene_04757,0.0,False
gene_04758,1.5926743612381256,True
gene_04759,0.0,False
gene_04760,0.0,False
gene_04761,0.0,False
gene_04762,0.0,False
gene_04763,0.0,False
gene_04764,0.0,False
gene_04765,0.0,False
gene_04766,0.0,False
gene_04767,0.0,False
gene_04768,0.0,False
gene_04769,0.0,False
gene_04770,0.0,False
gene_04771,0.0,False
gene_04772,0.0,False
gene_04773,0.0,False
gene_04774,0.0,False
gene_04775,0.0,False
gene_04776,0.0,False
gene_04777,0.0,False
gene_04778,0.0,False
gene_04779,0.0,False
gene_04780,0.0,False
gene_04781,0.0,False
gene_04782,0.0,False
gene_04783,0.0,False
gene_04784,0.0,False
gene_04785,0.0,False
gene_04786,0.0,False
gene_04787,0.0,False
gene_04788,0.0,False
gene_04789,0.0,False
gene_04790,0.0,False
gene_04791,0.0,False
gene_04792,0.0,False
gene_04793,0.0,False
gene_04794,0.0,False
gene_04795,0.0,False
gene_04796,0.0,False
gene_04797,0.0,False
gene_04798,0.0,False
gene_04799,0.0,False
gene_04800,0.0,False
gene_04801,0.0,False
gene_04802,0.0,False
gene_04803,0.0,False
gene_04804,0.0,False
gene_04805,0.0,False
gene_04806,0.0,False
gene_04807,0.0,False
gene_04808,0.0,False
gene_04809,0.0,False
gene_04810,0.0,False
gene_04811,0.0,False
gene_04812,0.0,False
gene_04813,0.0,False
gene_04814,0.0,False
gene_04815,0.0,False
gene_04816,0.0,False
gene_04817,0.0,False
gene_04818,0.0,False
gene_04819,0.0,False
gene_04820,0.0,False
gene_04821,0.0,False
gene_04822,0.0,False
gene_04823,0.0,False
gene_04824,0.0,False
gene_04825,0.0,False
gene_04826,0.0,False
gene_04827,0.0,False
gene_04828,0.0,False
gene_04829,0.0,False
gene_04830,0.0,False
gene_04831,0.0,False
gene_04832,0.0,False
gene_04833,0.0,False
gene_04834,0.0,False
gene_04835,0.0,False
gene_04836,0.0,False
gene_04837,0.0,False
gene_04838,0.0,False
gene_04839,0.0,False
gene_04840,0.0,False
gene_04841,0.0,False
gene_04842,0.0,False
gene_04843,0.0,False
gene_04844,0.0,False
gene_04845,0.0,False
gene_04846,0.0,False
gene_04847,0.0,False
gene_04848,0.0,False
gene_04849,0.0,False
gene_04850,0.0,False
gene_04851,0.0,False
gene_04852,0.0,False
gene_04853,0.0,False
gene_04854,0.0,False
gene_04855,0.0,False
gene_04856,0.0,False
gene_04857,0.0,False
gene_04858,2.124433370044706,True
gene_04859,0.0,False
gene_04860,0.0,False
gene_04861,0.0,False
gene_04862,0.0,False
gene_04863,0.0,False
gene_04864,0.0,False
gene_04865,0.0,False
gene_04866,0.0,False
gene_04867,0.0,False
gene_04868,0.0,False
gene_04869,0.0,False
gene_04870,0.0,False
gene_04871,0.0,False
gene_04872,0.0,False
gene_04873,0.0,False
gene_04874,0.0,False
gene_04875,0.0,False
gene_04876,0.0,False
gene_04877,0.0,False
gene_04878,0.0,False
gene_04879,0.0,False
gene_04880,0.0,False
gene_04881,0.0,False
gene_04882,0.0,False
gene_04883,0.0,False
gene_04884,0.0,False
gene_04885,0.0,False
gene_04886,0.0,False
gene_04887,0.0,False
gene_04888,0.0,False
gene_04889,0.0,False
gene_04890,0.0,False
gene_04891,0.0,False
gene_04892,0.0,False
gene_04893,0.0,False
gene_04894,0.0,False
gene_04895,0.0,False
gene_04896,0.0,False
gene_04897,0.0,False
gene_04898,0.0,False
gene_04899,0.0,False
gene_04900,0.0,False
gene_04901,0.0,False
gene_04902,0.0,False
gene_04903,0.0,False
gene_04904,0.0,False
gene_04905,0.0,False
gene_04906,0.0,False
gene_04907,0.0,False
gene_04908,0.0,False
gene_04909,0.0,False
gene_04910,0.0,False
gene_04911,-1.8295910499597383,True
gene_04912,0.0,False
gene_04913,0.0,False
gene_04914,0.0,False
gene_04915,0.0,False
gene_04916,0.0,False
gene_04917,0.0,False
gene_04918,0.0,False
gene_04919,0.0,False
gene_04920,0.0,False
gene_04921,0.0,False
gene_04922,0.0,False
gene_04923,0.0,False
gene_04924,0.0,False
gene_04925,0.0,False
gene_04926,0.0,False
gene_04927,0.0,False
gene_04928,0.0,False
gene_04929,0.0,False
gene_04930,0.0,False
gene_04931,0.0,False
gene_04932,0.0,False
gene_04933,0.0,False
gene_04934,0.0,False
gene_04935,0.0,False
gene_04936,0.0,False
gene_04937,0.0,False
gene_04938,0.0,False
gene_04939,0.0,False
gene_04940,0.0,False
gene_04941,0.0,False
gene_04942,0.0,False
gene_04943,0.0,False
gene_04944,0.0,False
gene_04945,0.0,False
gene_04946,0.0,False
gene_04947,0.0,False
gene_04948,0.0,False
gene_04949,0.0,False
gene_04950,0.0,False
gene_04951,0.0,False
gene_04952,1.7128891936178205,True
gene_04953,0.0,False
gene_04954,0.0,False
gene_04955,0.0,False
gene_04956,0.0,False
gene_04957,0.0,False
gene_04958,0.0,False
gene_04959,0.0,False
gene_04960,0.0,False
gene_04961,0.0,False
gene_04962,0.0,False
gene_04963,0.0,False
gene_04964,0.0,False
gene_04965,0.0,False
gene_04966,0.0,False
gene_04967,0.0,False
gene_04968,0.0,False
gene_04969,0.0,False
gene_04970,0.0,False
gene_04971,0.0,False
gene_04972,0.0,False
gene_04973,0.0,False
gene_04974,0.0,False
gene_04975,0.0,False
gene_04976,0.0,False
gene_04977,0.0,False
gene_04978,0.0,False
gene_04979,0.0,False
gene_04980,0.0,False
gene_04981,0.0,False
gene_04982,0.0,False
gene_04983,0.0,False
gene_04984,0.0,False
gene_04985,0.0,False
gene_04986,0.0,False
gene_04987,0.0,False
gene_04988,0.0,False
gene_04989,0.0,False
gene_04990,0.0,False
gene_04991,0.0,False
gene_04992,0.0,False
gene_04993,0.0,False
gene_04994,0.0,False
gene_04995,0.0,False
gene_04996,0.0,False
gene_04997,0.0,False
gene_04998,0.0,False
gene_04999,0.0,False
gene_05000,0.0,False
gene_05001,0.0,False
gene_05002,0.0,False
gene_05003,0.0,False
gene_05004,0.0,False
gene_05005,0.0,False
gene_05006,0.0,False
gene_05007,0.0,False
gene_05008,0.0,False
gene_05009,0.0,False
gene_05010,0.0,False
gene_05011,0.0,False
gene_05012,0.0,False
gene_05013,0.0,False
gene_05014,0.0,False
gene_05015,0.0,False
gene_05016,0.0,False
gene_05017,0.0,False
gene_05018,0.0,False
gene_05019,0.0,False
gene_05020,0.0,False
gene_05021,0.0,False
gene_05022,0.0,False
gene_05023,0.0,False
gene_05024,0.0,False
gene_05025,0.0,False
gene_05026,0.0,False
gene_05027,0.0,False
gene_05028,0.0,False
gene_05029,0.0,False
gene_05030,0.0,False
gene_05031,0.0,False
gene_05032,0.0,False
gene_05033,0.0,False
gene_05034,0.0,False
gene_05035,0.0,False
gene_05036,0.0,False
gene_05037,0.0,False
gene_05038,0.0,False
gene_05039,0.0,False
gene_05040,0.0,False
gene_05041,0.0,False
gene_05042,0.0,False
gene_05043,0.0,False
gene_05044,0.0,False
gene_05045,0.0,False
gene_05046,0.0,False
gene_05047,1.2745949118136701,True
gene_05048,0.0,False
gene_05049,0.0,False
gene_05050,0.0,False
gene_05051,0.0,False
gene_05052,0.0,False
gene_05053,0.0,False
gene_05054,0.0,False
gene_05055,0.0,False
gene_05056,0.0,False
gene_05057,0.0,False
gene_05058,0.0,False
gene_05059,0.0,False
gene_05060,0.0,False
gene_05061,0.0,False
gene_05062,0.0,False
gene_05063,0.0,False
gene_05064,0.0,False
gene_05065,-1.4771861133029192,True
gene_05066,0.0,False
gene_05067,0.0,False
gene_05068,0.0,False
gene_05069,0.0,False
gene_05070,0.0,False
gene_05071,0.0,False
gene_05072,0.0,False
gene_05073,0.0,False
gene_05074,0.0,False
gene_05075,0.0,False
gene_05076,0.0,False
gene_05077,0.0,False
gene_05078,0.0,False
gene_05079,0.0,False
gene_05080,0.0,False
gene_05081,0.0,False
gene_05082,0.0,False
gene_05083,0.0,False
gene_05084,0.0,False
gene_05085,0.0,False
gene_05086,2.0740302862093962,True
gene_05087,0.0,False
gene_05088,0.0,False
gene_05089,0.0,False
gene_05090,0.0,False
gene_05091,0.0,False
gene_05092,0.0,False
gene_05093,0.0,False
gene_05094,0.0,False
gene_05095,0.0,False
gene_05096,0.0,False
gene_05097,0.0,False
gene_05098,0.0,False
gene_05099,0.0,False
gene_05100,0.0,False
gene_05101,0.0,False
gene_05102,0.0,False
gene_05103,0.0,False
gene_05104,0.0,False
gene_05105,-2.0905136115120193,True
gene_05106,0.0,False
gene_05107,0.0,False
gene_05108,0.0,False
gene_05109,0.0,False
gene_05110,0.0,False
gene_05111,0.0,False
gene_05112,0.0,False
gene_05113,0.0,False
gene_05114,0.0,False
gene_05115,0.0,False
gene_05116,0.0,False
gene_05117,0.0,False
gene_05118,0.0,False
gene_05119,0.0,False
gene_05120,0.0,False
gene_05121,0.0,False
gene_05122,0.0,False
gene_05123,0.0,False
gene_05124,0.0,False
gene_05125,0.0,False
gene_05126,0.0,False
gene_05127,0.0,False
gene_05128,0.0,False
gene_05129,0.0,False
gene_05130,0.0,False
gene_05131,0.0,False
gene_05132,0.0,False
gene_05133,0.0,False
gene_05134,0.0,False
gene_05135,0.0,False
gene_05136,0.0,False
gene_05137,0.0,False
gene_05138,-2.1079661702850845,True
gene_05139,0.0,False
gene_05140,0.0,False
gene_05141,0.0,False
gene_05142,0.0,False
gene_05143,0.0,False
gene_05144,0.0,False
gene_05145,0.0,False
gene_05146,0.0,False
gene_05147,1.4398744439072784,True
gene_05148,0.0,False
gene_05149,0.0,False
gene_05150,0.0,False
gene_05151,0.0,False
gene_05152,0.0,False
gene_05153,0.0,False
gene_05154,0.0,False
gene_05155,0.0,False
gene_05156,0.0,False
gene_05157,0.0,False
gene_05158,0.0,False
gene_05159,0.0,False
gene_05160,0.0,False
gene_05161,0.0,False
gene_05162,0.0,False
gene_05163,0.0,False
gene_05164,0.0,False
gene_05165,0.0,False
gene_05166,0.0,False
gene_05167,0.0,False
gene_05168,0.0,False
gene_05169,2.182548941095644,True
gene_05170,0.0,False
gene_05171,0.0,False
gene_05172,0.0,False
gene_05173,0.0,False
gene_05174,1.9328580515831215,True
gene_05175,0.0,False
gene_05176,0.0,False
gene_05177,0.0,False
gene_05178,0.0,False
gene_05179,0.0,False
gene_05180,0.0,False
gene_05181,0.0,False
gene_05182,0.0,False
gene_05183,0.0,False
gene_05184,1.3098803742105807,True
gene_05185,0.0,False
gene_05186,0.0,False
gene_05187,0.0,False
gene_05188,0.0,False
gene_05189,0.0,False
gene_05190,0.0,False
gene_05191,0.0,False
gene_05192,0.0,False
gene_05193,0.0,False
gene_05194,0.0,False
gene_05195,0.0,False
gene_05196,0.0,False
gene_05197,-1.6341440458524337,True
gene_05198,0.0,False
gene_05199,0.0,False
gene_05200,0.0,False
gene_05201,0.0,False
gene_05202,0.0,False
gene_05203,0.0,False
gene_05204,0.0,False
gene_05205,0.0,False
gene_05206,0.0,False
gene_05207,0.0,False
gene_05208,0.0,False
gene_05209,0.0,False
gene_05210,0.0,False
gene_05211,0.0,False
gene_05212,0.0,False
gene_05213,0.0,False
gene_05214,0.0,False
gene_05215,0.0,False
gene_05216,0.0,False
gene_05217,0.0,False
gene_05218,0.0,False
gene_05219,0.0,False
gene_05220,0.0,False
gene_05221,0.0,False
gene_05222,0.0,False
gene_05223,0.0,False
gene_05224,0.0,False
gene_05225,0.0,False
gene_05226,0.0,False
gene_05227,0.0,False
gene_05228,0.0,False
gene_05229,0.0,False
gene_05230,0.0,False
gene_05231,0.0,False
gene_05232,0.0,False
gene_05233,0.0,False
gene_05234,0.0,False
gene_05235,0.0,False
gene_05236,0.0,False
gene_05237,0.0,False
gene_05238,0.0,False
gene_05239,0.0,False
gene_05240,0.0,False
gene_05241,0.0,False
gene_05242,0.0,False
gene_05243,0.0,False
gene_05244,0.0,False
gene_05245,0.0,False
gene_05246,0.0,False
gene_05247,0.0,False
gene_05248,0.0,False
gene_05249,0.0,False
gene_05250,0.0,False
gene_05251,0.0,False
gene_05252,0.0,False
gene_05253,0.0,False
gene_05254,0.0,False
gene_05255,0.0,False
gene_05256,0.0,False
gene_05257,0.0,False
gene_05258,0.0,False
gene_05259,0.0,False
gene_05260,0.0,False
gene_05261,0.0,False
gene_05262,0.0,False
gene_05263,0.0,False
gene_05264,0.0,False
gene_05265,0.0,False
gene_05266,0.0,False
gene_05267,0.0,False
gene_05268,0.0,False
gene_05269,0.0,False
gene_05270,0.0,False
gene_05271,0.0,False
gene_05272,0.0,False
gene_05273,0.0,False
gene_05274,0.0,False
gene_05275,0.0,False
gene_05276,0.0,False
gene_05277,0.0,False
gene_05278,0.0,False
gene_05279,0.0,False
gene_05280,0.0,False
gene_05281,0.0,False
gene_05282,0.0,False
gene_05283,0.0,False
gene_05284,0.0,False
gene_05285,0.0,False
gene_05286,0.0,False
gene_05287,0.0,False
gene_05288,0.0,False
gene_05289,0.0,False
gene_05290,0.0,False
gene_05291,0.0,False
gene_05292,0.0,False
gene_05293,0.0,False
gene_05294,0.0,False
gene_05295,-1.5707678557159663,True
gene_05296,0.0,False
gene_05297,0.0,False
gene_05298,0.0,False
gene_05299,0.0,False
gene_05300,1.6895049191714513,True
gene_05301,0.0,False
gene_05302,0.0,False
gene_05303,2.1208158760811697,True
gene_05304,0.0,False
gene_05305,0.0,False
gene_05306,0.0,False
gene_05307,0.0,False
gene_05308,0.0,False
gene_05309,0.0,False
gene_05310,0.0,False
gene_05311,0.0,False
gene_05312,0.0,False
gene_05313,0.0,False
gene_05314,0.0,False
gene_05315,0.0,False
gene_05316,0.0,False
gene_05317,0.0,False
gene_05318,0.0,False
gene_05319,0.0,False
gene_05320,0.0,False
gene_05321,0.0,False
gene_05322,0.0,False
gene_05323,0.0,False
gene_05324,0.0,False
gene_05325,0.0,False
gene_05326,0.0,False
gene_05327,0.0,False
gene_05328,0.0,False
gene_05329,0.0,False
gene_05330,0.0,False
gene_05331,0.0,False
gene_05332,0.0,False
gene_05333,0.0,False
gene_05334,0.0,False
gene_05335,0.0,False
gene_05336,0.0,False
gene_05337,0.0,False
gene_05338,0.0,False
gene_05339,0.0,False
gene_05340,0.0,False
gene_05341,0.0,False
gene_05342,0.0,False
gene_05343,0.0,False
gene_05344,0.0,False
gene_05345,0.0,False
gene_05346,0.0,False
gene_05347,0.0,False
gene_05348,0.0,False
gene_05349,-2.0851687397425214,True
gene_05350,0.0,False
gene_05351,0.0,False
gene_05352,0.0,False
gene_05353,0.0,False
gene_05354,0.0,False
gene_05355,0.0,False
gene_05356,0.0,False
gene_05357,0.0,False
gene_05358,0.0,False
gene_05359,0.0,False
gene_05360,0.0,False
gene_05361,0.0,False
gene_05362,0.0,False
gene_05363,0.0,False
gene_05364,0.0,False
gene_05365,0.0,False
gene_05366,0.0,False
gene_05367,0.0,False
gene_05368,0.0,False
gene_05369,0.0,False
gene_05370,0.0,False
gene_05371,0.0,False
gene_05372,0.0,False
gene_05373,0.0,False
gene_05374,0.0,False
gene_05375,0.0,False
gene_05376,0.0,False
gene_05377,0.0,False
gene_05378,0.0,False
gene_05379,0.0,False
gene_05380,0.0,False
gene_05381,0.0,False
gene_05382,0.0,False
gene_05383,0.0,False
gene_05384,0.0,False
gene_05385,0.0,False
gene_05386,0.0,False
gene_05387,0.0,False
gene_05388,-1.8449362784494734,True
gene_05389,0.0,False
gene_05390,0.0,False
gene_05391,0.0,False
gene_05392,0.0,False
gene_05393,0.0,False
gene_05394,-2.125436117453562,True
gene_05395,0.0,False
gene_05396,0.0,False
gene_05397,0.0,False
gene_05398,0.0,False
gene_05399,0.0,False
gene_05400,0.0,False
gene_05401,0.0,False
gene_05402,0.0,False
gene_05403,0.0,False
gene_05404,0.0,False
gene_05405,0.0,False
gene_05406,0.0,False
gene_05407,0.0,False
gene_05408,0.0,False
gene_05409,0.0,False
gene_05410,0.0,False
gene_05411,0.0,False
gene_05412,0.0,False
gene_05413,0.0,False
gene_05414,0.0,False
gene_05415,0.0,False
gene_05416,0.0,False
gene_05417,0.0,False
gene_05418,0.0,False
gene_05419,0.0,False
gene_05420,0.0,False
gene_05421,0.0,False
gene_05422,0.0,False
gene_05423,-1.7675844242507393,True
gene_05424,0.0,False
gene_05425,0.0,False
gene_05426,0.0,False
gene_05427,0.0,False
gene_05428,0.0,False
gene_05429,0.0,False
gene_05430,0.0,False
gene_05431,0.0,False
gene_05432,0.0,False
gene_05433,0.0,False
gene_05434,0.0,False
gene_05435,0.0,False
gene_05436,0.0,False
gene_05437,0.0,False
gene_05438,0.0,False
gene_05439,0.0,False
gene_05440,0.0,False
gene_05441,0.0,False
gene_05442,0.0,False
gene_05443,0.0,False
gene_05444,0.0,False
gene_05445,0.0,False
gene_05446,0.0,False
gene_05447,0.0,False
gene_05448,0.0,False
gene_05449,0.0,False
gene_05450,0.0,False
gene_05451,0.0,False
gene_05452,0.0,False
gene_05453,0.0,False
gene_05454,0.0,False
gene_05455,0.0,False
gene_05456,0.0,False
gene_05457,0.0,False
gene_05458,0.0,False
gene_05459,0.0,False
gene_05460,0.0,False
gene_05461,0.0,False
gene_05462,0.0,False
gene_05463,0.0,False
gene_05464,0.0,False
gene_05465,0.0,False
gene_05466,0.0,False
gene_05467,0.0,False
gene_05468,0.0,False
gene_05469,0.0,False
gene_05470,0.0,False
gene_05471,0.0,False
gene_05472,0.0,False
gene_05473,0.0,False
gene_05474,0.0,False
gene_05475,0.0,False
gene_05476,0.0,False
gene_05477,0.0,False
gene_05478,0.0,False
gene_05479,0.0,False
gene_05480,0.0,False
gene_05481,0.0,False
gene_05482,0.0,False
gene_05483,0.0,False
gene_05484,0.0,False
gene_05485,0.0,False
gene_05486,0.0,False
gene_05487,0.0,False
gene_05488,0.0,False
gene_05489,-1.7763913153846242,True
gene_05490,0.0,False
gene_05491,0.0,False
gene_05492,0.0,False
gene_05493,0.0,False
gene_05494,0.0,False
gene_05495,0.0,False
gene_05496,0.0,False
gene_05497,0.0,False
gene_05498,0.0,False
gene_05499,0.0,False
gene_05500,0.0,False
gene_05501,0.0,False
gene_05502,0.0,False
gene_05503,0.0,False
gene_05504,0.0,False
gene_05505,0.0,False
gene_05506,0.0,False
gene_05507,1.4776012296507002,True
gene_05508,0.0,False
gene_05509,0.0,False
gene_05510,0.0,False
gene_05511,0.0,False
gene_05512,0.0,False
gene_05513,0.0,False
gene_05514,1.5630240535672164,True
gene_05515,0.0,False
gene_05516,0.0,False
gene_05517,0.0,False
gene_05518,0.0,False
gene_05519,0.0,False
gene_05520,0.0,False
gene_05521,0.0,False
gene_05522,0.0,False
gene_05523,0.0,False
gene_05524,0.0,False
gene_05525,0.0,False
gene_05526,0.0,False
gene_05527,0.0,False
gene_05528,0.0,False
gene_05529,0.0,False
gene_05530,0.0,False
gene_05531,0.0,False
gene_05532,0.0,False
gene_05533,0.0,False
gene_05534,0.0,False
gene_05535,0.0,False
gene_05536,0.0,False
gene_05537,0.0,False
gene_05538,0.0,False
gene_05539,0.0,False
gene_05540,0.0,False
gene_05541,0.0,False
gene_05542,0.0,False
gene_05543,0.0,False
gene_05544,0.0,False
gene_05545,0.0,False
gene_05546,0.0,False
gene_05547,0.0,False
gene_05548,0.0,False
gene_05549,0.0,False
gene_05550,0.0,False
gene_05551,0.0,False
gene_05552,0.0,False
gene_05553,0.0,False
gene_05554,0.0,False
gene_05555,0.0,False
gene_05556,0.0,False
gene_05557,0.0,False
gene_05558,0.0,False
gene_05559,0.0,False
gene_05560,0.0,False
gene_05561,0.0,False
gene_05562,0.0,False
gene_05563,0.0,False
gene_05564,0.0,False
gene_05565,0.0,False
gene_05566,0.0,False
gene_05567,0.0,False
gene_05568,0.0,False
gene_05569,0.0,False
gene_05570,0.0,False
gene_05571,0.0,False
gene_05572,0.0,False
gene_05573,0.0,False
gene_05574,0.0,False
gene_05575,0.0,False
gene_05576,0.0,False
gene_05577,0.0,False
gene_05578,0.0,False
gene_05579,0.0,False
gene_05580,0.0,False
gene_05581,0.0,False
gene_05582,0.0,False
gene_05583,0.0,False
gene_05584,0.0,False
gene_05585,0.0,False
gene_05586,-1.3920295787759902,True
gene_05587,0.0,False
gene_05588,0.0,False
gene_05589,0.0,False
gene_05590,-1.2651195046393169,True
gene_05591,0.0,False
gene_05592,0.0,False
gene_05593,0.0,False
gene_05594,0.0,False
gene_05595,0.0,False
gene_05596,0.0,False
gene_05597,0.0,False
gene_05598,0.0,False
gene_05599,0.0,False
gene_05600,0.0,False
gene_05601,0.0,False
gene_05602,1.37691059415179,True
gene_05603,0.0,False
gene_05604,0.0,False
gene_05605,0.0,False
gene_05606,0.0,False
gene_05607,0.0,False
gene_05608,0.0,False
gene_05609,0.0,False
gene_05610,0.0,False
gene_05611,0.0,False
gene_05612,0.0,False
gene_05613,0.0,False
gene_05614,0.0,False
gene_05615,0.0,False
gene_05616,0.0,False
gene_05617,0.0,False
gene_05618,0.0,False
gene_05619,-2.0631639480267836,True
gene_05620,0.0,False
gene_05621,0.0,False
gene_05622,0.0,False
gene_05623,0.0,False
gene_05624,0.0,False
gene_05625,0.0,False
gene_05626,0.0,False
gene_05627,0.0,False
gene_05628,0.0,False
gene_05629,0.0,False
gene_05630,1.8065505802938953,True
gene_05631,0.0,False
gene_05632,0.0,False
gene_05633,0.0,False
gene_05634,0.0,False
gene_05635,0.0,False
gene_05636,0.0,False
gene_05637,0.0,False
gene_05638,0.0,False
gene_05639,0.0,False
gene_05640,0.0,False
gene_05641,0.0,False
gene_05642,0.0,False
gene_05643,0.0,False
gene_05644,0.0,False
gene_05645,0.0,False
gene_05646,0.0,False
gene_05647,0.0,False
gene_05648,0.0,False
gene_05649,0.0,False
gene_05650,0.0,False
gene_05651,0.0,False
gene_05652,0.0,False
gene_05653,0.0,False
gene_05654,0.0,False
gene_05655,0.0,False
gene_05656,0.0,False
gene_05657,0.0,False
gene_05658,0.0,False
gene_05659,0.0,False
gene_05660,0.0,False
gene_05661,0.0,False
gene_05662,0.0,False
gene_05663,0.0,False
gene_05664,0.0,False
gene_05665,0.0,False
gene_05666,0.0,False
gene_05667,0.0,False
gene_05668,1.696806378905021,True
gene_05669,0.0,False
gene_05670,0.0,False
gene_05671,0.0,False
gene_05672,0.0,False
gene_05673,0.0,False
gene_05674,0.0,False
gene_05675,0.0,False
gene_05676,0.0,False
gene_05677,0.0,False
gene_05678,0.0,False
gene_05679,0.0,False
gene_05680,0.0,False
gene_05681,0.0,False
gene_05682,0.0,False
gene_05683,0.0,False
gene_05684,0.0,False
gene_05685,0.0,False
gene_05686,0.0,False
gene_05687,0.0,False
gene_05688,0.0,False
gene_05689,0.0,False
gene_05690,0.0,False
gene_05691,0.0,False
gene_05692,0.0,False
gene_05693,0.0,False
gene_05694,0.0,False
gene_05695,0.0,False
gene_05696,0.0,False
gene_05697,0.0,False
gene_05698,0.0,False
gene_05699,0.0,False
gene_05700,0.0,False
gene_05701,0.0,False
gene_05702,0.0,False
gene_05703,0.0,False
gene_05704,0.0,False
gene_05705,0.0,False
gene_05706,0.0,False
gene_05707,0.0,False
gene_05708,0.0,False
gene_05709,0.0,False
gene_05710,0.0,False
gene_05711,0.0,False
gene_05712,0.0,False
gene_05713,0.0,False
gene_05714,0.0,False
gene_05715,0.0,False
gene_05716,0.0,False
gene_05717,0.0,False
gene_05718,0.0,False
gene_05719,0.0,False
gene_05720,0.0,False
gene_05721,0.0,False
gene_05722,0.0,False
gene_05723,0.0,False
gene_05724,0.0,False
gene_05725,-1.601335680331336,True
gene_05726,0.0,False
gene_05727,0.0,False
gene_05728,0.0,False
gene_05729,0.0,False
gene_05730,0.0,False
gene_05731,0.0,False
gene_05732,0.0,False
gene_05733,0.0,False
gene_05734,0.0,False
gene_05735,0.0,False
gene_05736,0.0,False
gene_05737,0.0,False
gene_05738,0.0,False
gene_05739,-2.090980930909156,True
gene_05740,0.0,False
gene_05741,0.0,False
gene_05742,0.0,False
gene_05743,0.0,False
gene_05744,0.0,False
gene_05745,0.0,False
gene_05746,0.0,False
gene_05747,0.0,False
gene_05748,0.0,False
gene_05749,-1.5786445308283832,True
gene_05750,0.0,False
gene_05751,0.0,False
gene_05752,0.0,False
gene_05753,0.0,False
gene_05754,0.0,False
gene_05755,0.0,False
gene_05756,-1.3147503465167518,True
gene_05757,0.0,False
gene_05758,1.7640051941257153,True
gene_05759,0.0,False
gene_05760,0.0,False
gene_05761,0.0,False
gene_05762,0.0,False
gene_05763,0.0,False
gene_05764,0.0,False
gene_05765,0.0,False
gene_05766,0.0,False
gene_05767,0.0,False
gene_05768,0.0,False
gene_05769,0.0,False
gene_05770,0.0,False
gene_05771,0.0,False
gene_05772,0.0,False
gene_05773,0.0,False
gene_05774,0.0,False
gene_05775,0.0,False
gene_05776,0.0,False
gene_05777,0.0,False
gene_05778,0.0,False
gene_05779,0.0,False
gene_05780,0.0,False
gene_05781,0.0,False
gene_05782,0.0,False
gene_05783,0.0,False
gene_05784,0.0,False
gene_05785,0.0,False
gene_05786,0.0,False
gene_05787,0.0,False
gene_05788,0.0,False
gene_05789,0.0,False
gene_05790,0.0,False
gene_05791,0.0,False
gene_05792,0.0,False
gene_05793,0.0,False
gene_05794,0.0,False
gene_05795,0.0,False
gene_05796,0.0,False
gene_05797,0.0,False
gene_05798,0.0,False
gene_05799,0.0,False
gene_05800,0.0,False
gene_05801,0.0,False
gene_05802,0.0,False
gene_05803,0.0,False
gene_05804,0.0,False
gene_05805,0.0,False
gene_05806,0.0,False
gene_05807,0.0,False
gene_05808,0.0,False
gene_05809,0.0,False
gene_05810,0.0,False
gene_05811,0.0,False
gene_05812,0.0,False
gene_05813,0.0,False
gene_05814,0.0,False
gene_05815,0.0,False
gene_05816,0.0,False
gene_05817,0.0,False
gene_05818,-1.7289391944917873,True
gene_05819,0.0,False
gene_05820,0.0,False
gene_05821,0.0,False
gene_05822,0.0,False
gene_05823,0.0,False
gene_05824,0.0,False
gene_05825,0.0,False
gene_05826,0.0,False
gene_05827,0.0,False
gene_05828,0.0,False
gene_05829,0.0,False
gene_05830,0.0,False
gene_05831,0.0,False
gene_05832,0.0,False
gene_05833,0.0,False
gene_05834,0.0,False
gene_05835,0.0,False
gene_05836,0.0,False
gene_05837,0.0,False
gene_05838,0.0,False
gene_05839,0.0,False
gene_05840,0.0,False
gene_05841,1.4845550421823228,True
gene_05842,0.0,False
gene_05843,0.0,False
gene_05844,0.0,False
gene_05845,0.0,False
gene_05846,-2.1486460544212767,True
gene_05847,0.0,False
gene_05848,0.0,False
gene_05849,0.0,False
gene_05850,0.0,False
gene_05851,0.0,False
gene_05852,1.8667344194471962,True
gene_05853,0.0,False
gene_05854,0.0,False
gene_05855,0.0,False
gene_05856,0.0,False
gene_05857,0.0,False
gene_05858,0.0,False
gene_05859,0.0,False
gene_05860,0.0,False
gene_05861,-1.6986341459746765,True
gene_05862,0.0,False
gene_05863,0.0,False
gene_05864,0.0,False
gene_05865,0.0,False
gene_05866,0.0,False
gene_05867,0.0,False
gene_05868,0.0,False
gene_05869,0.0,False
