gene,sample,group,log_expr
GENE_0056,1135,treatment,9.154057608506104
GENE_0056,1136,treatment,9.60456875298731
GENE_0056,1137,treatment,9.903742185134124
GENE_0056,1138,treatment,9.929951708323872
GENE_0056,1139,treatment,10.443480881325325
GENE_0057,1140,control,8.981666710621553
GENE_0057,1141,control,10.458349413883564
GENE_0057,1142,control,9.240339921132009
GENE_0057,1143,control,10.107057045487586
GENE_0057,1144,control,9.56976964296575
GENE_0057,1145,control,9.30569484048632
GENE_0057,1146,control,8.538143725761438
GENE_0057,1147,control,9.43801651801866
GENE_0057,1148,control,8.674716219219567
GENE_0057,1149,control,10.064391578351177
GENE_0057,1150,treatment,10.366612960064238
GENE_0057,1151,treatment,9.094075954524472
GENE_0057,1152,treatment,9.69846090702325
GENE_0057,1153,treatment,9.133411661533266
GENE_0057,1154,treatment,9.186710397062418
GENE_0057,1155,treatment,9.958349085763606
GENE_0057,1156,treatment,9.511180954623775
GENE_0057,1157,treatment,10.489183421699709
GENE_0057,1158,treatment,9.267149135351046
GENE_0057,1159,treatment,10.08201198149862
GENE_0058,1160,control,8.554574000908666
GENE_0058,1161,control,7.870959384017867
GENE_0058,1162,control,8.089638734895967
GENE_0058,1163,control,8.053371711934924
GENE_0058,1164,control,7.657064682384155
GENE_0058,1165,control,8.481040939569302
GENE_0058,1166,control,8.474533048617438
GENE_0058,1167,control,8.443351177747399
GENE_0058,1168,control,8.962227205204043
GENE_0058,1169,control,8.914035736229305
GENE_0058,1170,treatment,7.910676516132313
GENE_0058,1171,treatment,8.322074870688136
GENE_0058,1172,treatment,7.773915716457321
GENE_0058,1173,treatment,8.129741519412343
GENE_0058,1174,treatment,7.787033898533962
GENE_0058,1175,treatment,9.007934765574166
GENE_0058,1176,treatment,8.316930078237968
GENE_0058,1177,treatment,7.996980075091906
GENE_0058,1178,treatment,8.773386310070345
GENE_0058,1179,treatment,6.923057620161861
GENE_0059,1180,control,6.020788146532528
GENE_0059,1181,control,5.6163345326262055
GENE_0059,1182,control,5.720822351305071
GENE_0059,1183,control,4.85355902933645
GENE_0059,1184,control,5.570298345193951
GENE_0059,1185,control,6.685007061882391
GENE_0059,1186,control,6.036386677049377
GENE_0059,1187,control,5.6764154859902
GENE_0059,1188,control,5.3415972356039365
GENE_0059,1189,control,5.366061817633486
GENE_0059,1190,treatment,4.412018047101643
GENE_0059,1191,treatment,5.724779117668291
GENE_0059,1192,treatment,6.048092595826672
GENE_0059,1193,treatment,4.716486256217815
GENE_0059,1194,treatment,5.219297595392904
GENE_0059,1195,treatment,4.946471338433271
GENE_0059,1196,treatment,5.052133729016832
GENE_0059,1197,treatment,5.612491780913698
GENE_0059,1198,treatment,4.436655700917992
GENE_0059,1199,treatment,5.920925627258038
GENE_0060,1200,control,8.766519660500117
GENE_0060,1201,control,7.5402364034289215
GENE_0060,1202,control,8.356595839619105
GENE_0060,1203,control,9.582722147676902
GENE_0060,1204,control,7.376729229519705
GENE_0060,1205,control,8.713488207213985
GENE_0060,1206,control,8.255625655763428
GENE_0060,1207,control,9.34713974979208
GENE_0060,1208,control,8.533313410241515
GENE_0060,1209,control,9.126800795325005
GENE_0060,1210,treatment,9.21562931446342
GENE_0060,1211,treatment,9.91455029577193
GENE_0060,1212,treatment,8.793008014898966
GENE_0060,1213,treatment,9.111450487212856
GENE_0060,1214,treatment,8.08784557040033
GENE_0060,1215,treatment,9.559353543731978
GENE_0060,1216,treatment,8.486346217481168
GENE_0060,1217,treatment,8.596211293672159
GENE_0060,1218,treatment,8.892389796753353
GENE_0060,1219,treatment,8.045039693983503
GENE_0061,1220,control,8.806630484823481
GENE_0061,1221,control,8.435637637638235
GENE_0061,1222,control,7.400630374416426
GENE_0061,1223,control,8.206428922833412
GENE_0061,1224,control,8.682639931353444
GENE_0061,1225,control,7.241630213433476
GENE_0061,1226,control,7.6834027271149825
GENE_0061,1227,control,8.75662301695956
GENE_0061,1228,control,8.423076523523232
GENE_0061,1229,control,8.50110840488444
GENE_0061,1230,treatment,9.297246178907546
GENE_0061,1231,treatment,8.532228062893136
GENE_0061,1232,treatment,8.636362440452974
GENE_0061,1233,treatment,9.765434074684805
GENE_0061,1234,treatment,8.156931527764955
GENE_0061,1235,treatment,7.835688514724552
GENE_0061,1236,treatment,8.509812053750649
GENE_0061,1237,treatment,8.515969100878618
GENE_0061,1238,treatment,7.98483056914431
GENE_0061,1239,treatment,7.706705673959559
GENE_0062,1240,control,10.951577215221507
GENE_0062,1241,control,10.369056346736953
GENE_0062,1242,control,11.275574972761873
GENE_0062,1243,control,10.71178347314936
GENE_0062,1244,control,10.632728511033287
GENE_0062,1245,control,11.081063386061064
GENE_0062,1246,control,10.061278058980664
GENE_0062,1247,control,10.965758268662539
GENE_0062,1248,control,11.823938450760558
GENE_0062,1249,control,11.028211020716615
GENE_0062,1250,treatment,10.564896649427189
GENE_0062,1251,treatment,10.49290540227256
GENE_0062,1252,treatment,10.546126321168284
GENE_0062,1253,treatment,10.632133833581815
GENE_0062,1254,treatment,10.564019713491044
GENE_0062,1255,treatment,11.275784599099104
GENE_0062,1256,treatment,9.818548299743153
GENE_0062,1257,treatment,11.245913334234768
GENE_0062,1258,treatment,10.562985717679684
GENE_0062,1259,treatment,10.979134588640548
GENE_0063,1260,control,7.378361594526154
GENE_0063,1261,control,7.332713735853494
GENE_0063,1262,control,7.175389296921504
GENE_0063,1263,control,5.814499381072517
GENE_0063,1264,control,7.103631096845293
GENE_0063,1265,control,6.870284805958604
GENE_0063,1266,control,5.764715321836052
GENE_0063,1267,control,6.6342509466850155
GENE_0063,1268,control,6.848108476727258
GENE_0063,1269,control,6.953455908361697
GENE_0063,1270,treatment,6.745108259580834
GENE_0063,1271,treatment,6.807791787025023
GENE_0063,1272,treatment,7.458100773498166
GENE_0063,1273,treatment,7.321933158209838
GENE_0063,1274,treatment,5.070734283178455
GENE_0063,1275,treatment,6.473023302598238
GENE_0063,1276,treatment,6.557056442609791
GENE_0063,1277,treatment,5.68396029275913
GENE_0063,1278,treatment,6.699415189786736
GENE_0063,1279,treatment,7.334431282584743
GENE_0064,1280,control,6.881139084770721
GENE_0064,1281,control,6.192415655978251
GENE_0064,1282,control,6.326566955467469
GENE_0064,1283,control,7.508685067284811
GENE_0064,1284,control,6.397711767429788
GENE_0064,1285,control,6.950335437447135
GENE_0064,1286,control,5.666948604657748
GENE_0064,1287,control,7.720393227258476
GENE_0064,1288,control,7.027577413959866
GENE_0064,1289,control,6.5957436550336475
GENE_0064,1290,treatment,7.012669148991233
GENE_0064,1291,treatment,5.9207178825699955
GENE_0064,1292,treatment,7.346510476455253
GENE_0064,1293,treatment,6.517926941968255
GENE_0064,1294,treatment,6.583880335214652
GENE_0064,1295,treatment,6.425707980260275
GENE_0064,1296,treatment,6.37676029698122
GENE_0064,1297,treatment,7.078187404886917
GENE_0064,1298,treatment,6.8368673360486145
GENE_0064,1299,treatment,7.054580046262964
GENE_0065,1300,control,8.271706268709764
GENE_0065,1301,control,7.759079563458543
GENE_0065,1302,control,9.215798885392566
GENE_0065,1303,control,7.12708464358054
GENE_0065,1304,control,8.682961900576956
GENE_0065,1305,control,8.741795470513848
GENE_0065,1306,control,7.520759029336237
GENE_0065,1307,control,9.2155468584231
GENE_0065,1308,control,8.53696602823724
GENE_0065,1309,control,8.523572826369914
GENE_0065,1310,treatment,9.354858575481545
GENE_0065,1311,treatment,9.219971985597041
GENE_0065,1312,treatment,9.22427151774553
GENE_0065,1313,treatment,9.554238200593048
GENE_0065,1314,treatment,10.110098823885956
GENE_0065,1315,treatment,9.439169192441094
GENE_0065,1316,treatment,8.838152379891804
GENE_0065,1317,treatment,9.792881256929052
GENE_0065,1318,treatment,9.846079283134449
GENE_0065,1319,treatment,9.699509113263597
GENE_0066,1320,control,8.745588216243185
GENE_0066,1321,control,8.38365464590816
GENE_0066,1322,control,8.41709230097755
GENE_0066,1323,control,7.995093901178158
GENE_0066,1324,control,9.024920424180252
GENE_0066,1325,control,8.848701857055353
GENE_0066,1326,control,8.65260545033864
GENE_0066,1327,control,7.2690083344401915
GENE_0066,1328,control,8.208574079498186
GENE_0066,1329,control,9.511061046101721
GENE_0066,1330,treatment,8.529054387795258
GENE_0066,1331,treatment,9.092924110541242
GENE_0066,1332,treatment,8.12972170134359
GENE_0066,1333,treatment,9.685886703127558
GENE_0066,1334,treatment,8.815383474799908
GENE_0066,1335,treatment,9.054120905895925
GENE_0066,1336,treatment,10.173777573364907
GENE_0066,1337,treatment,9.728640743154152
GENE_0066,1338,treatment,8.725987596122097
GENE_0066,1339,treatment,8.568327586151282
GENE_0067,1340,control,7.889790022838657
GENE_0067,1341,control,7.551472712338583
GENE_0067,1342,control,7.391961706424652
GENE_0067,1343,control,8.416295674066536
GENE_0067,1344,control,7.546530545698752
GENE_0067,1345,control,8.874119987347088
GENE_0067,1346,control,7.659254396240257
GENE_0067,1347,control,8.591271103000162
GENE_0067,1348,control,7.805871668667407
GENE_0067,1349,control,8.138974301463758
GENE_0067,1350,treatment,7.2108099078418135
GENE_0067,1351,treatment,7.139778413753485
GENE_0067,1352,treatment,7.862184261434805
GENE_0067,1353,treatment,8.153050269532486
GENE_0067,1354,treatment,7.6314870622768165
GENE_0067,1355,treatment,6.901829651880528
GENE_0067,1356,treatment,6.861203884717432
GENE_0067,1357,treatment,6.824420964974129
GENE_0067,1358,treatment,6.637153824059903
GENE_0067,1359,treatment,7.66956293387246
GENE_0068,1360,control,9.342674023240987
GENE_0068,1361,control,8.106824589513812
GENE_0068,1362,control,9.24513445286563
GENE_0068,1363,control,9.260513257901698
GENE_0068,1364,control,10.502852018673623
GENE_0068,1365,control,8.548626853943874
GENE_0068,1366,control,9.135180024620073
GENE_0068,1367,control,10.28827168034914
GENE_0068,1368,control,9.597540793790232
GENE_0068,1369,control,9.659874896483664
GENE_0068,1370,treatment,9.413074146412765
GENE_0068,1371,treatment,9.531521652311126
GENE_0068,1372,treatment,9.777737947702827
GENE_0068,1373,treatment,8.904835230658609
GENE_0068,1374,treatment,9.832984924449141
GENE_0068,1375,treatment,8.594901046762585
GENE_0068,1376,treatment,9.530655091106977
GENE_0068,1377,treatment,9.44836023585711
GENE_0068,1378,treatment,9.011091507543972
GENE_0068,1379,treatment,9.337575804620526
GENE_0069,1380,control,6.663516087027377
GENE_0069,1381,control,7.058463708913832
GENE_0069,1382,control,6.6457580673469225
GENE_0069,1383,control,7.430490422052623
GENE_0069,1384,control,6.620404795017536
GENE_0069,1385,control,7.644539179446414
GENE_0069,1386,control,6.603138329440485
GENE_0069,1387,control,6.9414896132317825
GENE_0069,1388,control,6.909419942282987
GENE_0069,1389,control,7.981782517682498
GENE_0069,1390,treatment,8.784611286890462
GENE_0069,1391,treatment,8.48649822540192
GENE_0069,1392,treatment,8.877247509389685
GENE_0069,1393,treatment,7.443996025770009
GENE_0069,1394,treatment,8.579228342498837
GENE_0069,1395,treatment,9.701584614593957
GENE_0069,1396,treatment,8.675742395322807
GENE_0069,1397,treatment,8.640304059844471
GENE_0069,1398,treatment,8.904422425604544
GENE_0069,1399,treatment,9.095534700624228
GENE_0070,1400,control,4.677760403547104
GENE_0070,1401,control,5.7187001786295495
GENE_0070,1402,control,5.2098578594885385
GENE_0070,1403,control,6.324653862753122
GENE_0070,1404,control,5.429694054095296
GENE_0070,1405,control,4.539048063889954
GENE_0070,1406,control,4.9056323142679705
GENE_0070,1407,control,4.090718157735353
GENE_0070,1408,control,5.474270923026567
GENE_0070,1409,control,5.499428698536758
GENE_0070,1410,treatment,5.369585478152125
GENE_0070,1411,treatment,6.196423439998525
GENE_0070,1412,treatment,6.26222587861635
GENE_0070,1413,treatment,5.509326335686308
GENE_0070,1414,treatment,4.4289584514198985
GENE_0070,1415,treatment,5.942544837802911
GENE_0070,1416,treatment,5.908488094211886
GENE_0070,1417,treatment,5.773205332118489
GENE_0070,1418,treatment,6.1428538306516325
GENE_0070,1419,treatment,4.962384515478597
GENE_0071,1420,control,9.882821199194138
GENE_0071,1421,control,10.822579073382636
GENE_0071,1422,control,9.482465231494823
GENE_0071,1423,control,9.898860885423638
GENE_0071,1424,control,11.2445092191211
GENE_0071,1425,control,10.2670115607717
GENE_0071,1426,control,10.872463896245206
GENE_0071,1427,control,10.540831927217752
GENE_0071,1428,control,10.352779477622072
GENE_0071,1429,control,11.160624142135145
GENE_0071,1430,treatment,10.280344109863622
GENE_0071,1431,treatment,9.431100504262258
GENE_0071,1432,treatment,9.968724412848728
GENE_0071,1433,treatment,10.713661914208098
GENE_0071,1434,treatment,10.628036471921545
GENE_0071,1435,treatment,9.548624425792674
GENE_0071,1436,treatment,10.012118077747656
GENE_0071,1437,treatment,10.09055972136093
GENE_0071,1438,treatment,10.209498186659342
GENE_0071,1439,treatment,9.653753989691314
GENE_0072,1440,control,6.845218903363885
GENE_0072,1441,control,7.670297963125681
GENE_0072,1442,control,7.690971391301259
GENE_0072,1443,control,7.165758918307777
GENE_0072,1444,control,7.030332782527723
GENE_0072,1445,control,7.322913041878138
GENE_0072,1446,control,6.796838361156059
GENE_0072,1447,control,6.615197025064533
GENE_0072,1448,control,6.728833005347481
GENE_0072,1449,control,6.896807430072324
GENE_0072,1450,treatment,6.606044080370877
GENE_0072,1451,treatment,7.335087427741207
GENE_0072,1452,treatment,7.647298290837665
GENE_0072,1453,treatment,6.373050604817593
GENE_0072,1454,treatment,7.259775461425444
GENE_0072,1455,treatment,7.124989982860141
GENE_0072,1456,treatment,7.433784447301867
GENE_0072,1457,treatment,7.2388383477996525
GENE_0072,1458,treatment,6.446475066294228
GENE_0072,1459,treatment,6.551640555885184
GENE_0073,1460,control,8.601137796561998
GENE_0073,1461,control,6.817505236628316
GENE_0073,1462,control,8.225457909592837
GENE_0073,1463,control,8.689600393610172
GENE_0073,1464,control,7.951144058788551
GENE_0073,1465,control,8.33791966351651
GENE_0073,1466,control,7.648620296208176
GENE_0073,1467,control,7.969656881099685
GENE_0073,1468,control,7.143805855632484
GENE_0073,1469,control,6.745919471071588
GENE_0073,1470,treatment,9.903829481375869
GENE_0073,1471,treatment,8.843561080453524
GENE_0073,1472,treatment,9.13476797595008
GENE_0073,1473,treatment,8.622765051403361
GENE_0073,1474,treatment,8.609824954005836
GENE_0073,1475,treatment,9.289697555649928
GENE_0073,1476,treatment,8.984040833927361
GENE_0073,1477,treatment,9.593192339599051
GENE_0073,1478,treatment,9.634204421140744
GENE_0073,1479,treatment,9.561775596180501
GENE_0074,1480,control,9.15409346182667
GENE_0074,1481,control,7.699144376139445
GENE_0074,1482,control,8.256106772702529
GENE_0074,1483,control,8.909300350399906
GENE_0074,1484,control,8.981817844250052
GENE_0074,1485,control,7.504350941974618
GENE_0074,1486,control,8.114525456203404
GENE_0074,1487,control,9.033287551841127
GENE_0074,1488,control,8.56576445697362
GENE_0074,1489,control,8.393715616428008
GENE_0074,1490,treatment,8.166594367725072
GENE_0074,1491,treatment,8.075230439974874
GENE_0074,1492,treatment,8.444841433813812
GENE_0074,1493,treatment,8.147515180372666
GENE_0074,1494,treatment,8.26290270753969
GENE_0074,1495,treatment,8.329550237477404
GENE_0074,1496,treatment,7.913381608442708
GENE_0074,1497,treatment,8.578992104748924
GENE_0074,1498,treatment,9.889155505742615
GENE_0074,1499,treatment,7.308978297484791
GENE_0075,1500,control,7.970710480287577
GENE_0075,1501,control,8.706386446663563
GENE_0075,1502,control,8.414421639358299
GENE_0075,1503,control,8.80783515475133
GENE_0075,1504,control,9.035343646107805
GENE_0075,1505,control,8.494646643800476
GENE_0075,1506,control,9.011443787655773
GENE_0075,1507,control,7.099451187444203
GENE_0075,1508,control,9.263563792881788
GENE_0075,1509,control,8.595099212568762
GENE_0075,1510,treatment,8.981628874687825
GENE_0075,1511,treatment,7.717883369365139
GENE_0075,1512,treatment,7.931891594145041
GENE_0075,1513,treatment,8.4690810908076
GENE_0075,1514,treatment,8.379444189892371
GENE_0075,1515,treatment,8.54450275243347
GENE_0075,1516,treatment,8.985298367539457
GENE_0075,1517,treatment,7.417943855611409
GENE_0075,1518,treatment,8.924415518472495
GENE_0075,1519,treatment,8.393370079504836
GENE_0076,1520,control,6.946348387738853
GENE_0076,1521,control,8.032138534257818
GENE_0076,1522,control,6.427702448583472
GENE_0076,1523,control,8.112078472831834
GENE_0076,1524,control,6.9348035571403965
GENE_0076,1525,control,7.784863618590153
GENE_0076,1526,control,7.6899189061201865
GENE_0076,1527,control,8.39870774766218
GENE_0076,1528,control,7.657201423692903
GENE_0076,1529,control,7.373685558020426
GENE_0076,1530,treatment,7.476830283866381
GENE_0076,1531,treatment,8.455547289465608
GENE_0076,1532,treatment,8.050425099700034
GENE_0076,1533,treatment,7.543365276812803
GENE_0076,1534,treatment,7.62541623567006
GENE_0076,1535,treatment,6.893514366828547
GENE_0076,1536,treatment,7.96912257711889
GENE_0076,1537,treatment,6.787563127418037
GENE_0076,1538,treatment,8.168949822860043
GENE_0076,1539,treatment,7.826203642520738
GENE_0077,1540,control,10.259267604940339
GENE_0077,1541,control,10.80787800941636
GENE_0077,1542,control,11.853400394996392
GENE_0077,1543,control,11.519606461648985
GENE_0077,1544,control,10.481425531119763
GENE_0077,1545,control,10.987524245094104
GENE_0077,1546,control,10.865441805517005
GENE_0077,1547,control,11.019417886555495
GENE_0077,1548,control,10.480067919697051
GENE_0077,1549,control,10.815215938003304
GENE_0077,1550,treatment,9.985413353086514
GENE_0077,1551,treatment,10.938660058016152
GENE_0077,1552,treatment,11.111853529870714
GENE_0077,1553,treatment,10.739261482534571
GENE_0077,1554,treatment,9.976064169667074
GENE_0077,1555,treatment,11.40803468405701
GENE_0077,1556,treatment,11.06483093038475
GENE_0077,1557,treatment,10.46503385575317
GENE_0077,1558,treatment,10.710011913727772
GENE_0077,1559,treatment,10.038973987958697
GENE_0078,1560,control,6.473711606170088
GENE_0078,1561,control,7.445139293420598
GENE_0078,1562,control,6.417780981678403
GENE_0078,1563,control,7.121625359297332
GENE_0078,1564,control,6.473433935092646
GENE_0078,1565,control,6.905879005135046
GENE_0078,1566,control,6.6917403204874235
GENE_0078,1567,control,7.249688976717524
GENE_0078,1568,control,6.475361610646308
GENE_0078,1569,control,5.904617309165172
GENE_0078,1570,treatment,6.009435879416516
GENE_0078,1571,treatment,6.476975224997998
GENE_0078,1572,treatment,6.082524862793585
GENE_0078,1573,treatment,6.995124455290268
GENE_0078,1574,treatment,6.513335355994572
GENE_0078,1575,treatment,8.075541449181053
GENE_0078,1576,treatment,5.813764819341092
GENE_0078,1577,treatment,6.881506094956905
GENE_0078,1578,treatment,6.1491336837383965
GENE_0078,1579,treatment,6.498137109456041
GENE_0079,1580,control,6.8907491118277955
GENE_0079,1581,control,8.299957732242069
GENE_0079,1582,control,9.216302472259445
GENE_0079,1583,control,7.920312303905927
GENE_0079,1584,control,8.312597689251684
GENE_0079,1585,control,8.733410299227623
GENE_0079,1586,control,8.079528942993806
GENE_0079,1587,control,7.850175264316337
GENE_0079,1588,control,6.918048345961689
GENE_0079,1589,control,8.522248263675888
GENE_0079,1590,treatment,8.107460742657759
GENE_0079,1591,treatment,7.612727249745164
GENE_0079,1592,treatment,8.239331558661384
GENE_0079,1593,treatment,7.848679171765253
GENE_0079,1594,treatment,7.879068995895114
GENE_0079,1595,treatment,8.503163503868443
GENE_0079,1596,treatment,7.433593041780538
GENE_0079,1597,treatment,8.74572677534922
GENE_0079,1598,treatment,7.4009759782935305
GENE_0079,1599,treatment,7.805217593413258
GENE_0080,1600,control,10.927580551783224
GENE_0080,1601,control,10.361217628752383
GENE_0080,1602,control,9.790243814354223
GENE_0080,1603,control,10.016435664194951
GENE_0080,1604,control,10.347836855902024
GENE_0080,1605,control,10.328173210666671
GENE_0080,1606,control,10.257556421585612
GENE_0080,1607,control,10.290577550133591
GENE_0080,1608,control,10.18962912254208
GENE_0080,1609,control,9.514447128277885
GENE_0080,1610,treatment,10.023454524691434
GENE_0080,1611,treatment,10.810578662572658
GENE_0080,1612,treatment,9.554951569226777
GENE_0080,1613,treatment,10.20327990153329
GENE_0080,1614,treatment,9.856670772055928
GENE_0080,1615,treatment,10.368778169048852
GENE_0080,1616,treatment,10.093787183293141
GENE_0080,1617,treatment,11.12010194861596
GENE_0080,1618,treatment,10.586156167684532
GENE_0080,1619,treatment,9.586043691702425
GENE_0081,1620,control,8.379415092992303
GENE_0081,1621,control,8.488125609678795
GENE_0081,1622,control,8.978074074995355
GENE_0081,1623,control,8.535012533084865
GENE_0081,1624,control,9.296544312914063
GENE_0081,1625,control,8.379493080104071
GENE_0081,1626,control,8.46505301001119
GENE_0081,1627,control,8.444469622484979
GENE_0081,1628,control,8.494372302341167
GENE_0081,1629,control,9.410028969487735
GENE_0081,1630,treatment,9.151311575422106
GENE_0081,1631,treatment,9.745942788643077
GENE_0081,1632,treatment,10.052677926081028
GENE_0081,1633,treatment,8.238579246373652
GENE_0081,1634,treatment,8.844204133966448
GENE_0081,1635,treatment,8.15856343978255
GENE_0081,1636,treatment,8.377790353674891
GENE_0081,1637,treatment,8.45892823329582
GENE_0081,1638,treatment,8.224038433160388
GENE_0081,1639,treatment,8.226935613842311
GENE_0082,1640,control,7.1576636156631706
GENE_0082,1641,control,8.290028573301392
GENE_0082,1642,control,7.322094300196062
GENE_0082,1643,control,9.37212167932871
GENE_0082,1644,control,7.578597297745277
GENE_0082,1645,control,7.866468448830073
GENE_0082,1646,control,7.114421094319375
GENE_0082,1647,control,8.765209212745896
GENE_0082,1648,control,8.442584120217298
GENE_0082,1649,control,7.990162474680556
GENE_0082,1650,treatment,7.086117343946933
GENE_0082,1651,treatment,7.942725528524235
GENE_0082,1652,treatment,7.210071670466204
GENE_0082,1653,treatment,8.631154140686043
GENE_0082,1654,treatment,8.27191584829494
GENE_0082,1655,treatment,7.879350216943949
GENE_0082,1656,treatment,6.486852130989667
GENE_0082,1657,treatment,7.285979957513227
GENE_0082,1658,treatment,8.205127368155624
GENE_0082,1659,treatment,8.49394477622343
GENE_0083,1660,control,8.455396622557757
GENE_0083,1661,control,9.496857542537654
GENE_0083,1662,control,9.889537142856168
GENE_0083,1663,control,8.418919212720322
GENE_0083,1664,control,9.326656290335277
GENE_0083,1665,control,9.481617092860208
GENE_0083,1666,control,9.165583252124854
GENE_0083,1667,control,8.312314753319896
GENE_0083,1668,control,9.151869813250007
GENE_0083,1669,control,9.150985787150294
GENE_0083,1670,treatment,9.249563951289293
GENE_0083,1671,treatment,9.021094489806769
GENE_0083,1672,treatment,9.08734708950775
GENE_0083,1673,treatment,9.30916531849972
GENE_0083,1674,treatment,9.574353806523899
GENE_0083,1675,treatment,9.16356905421939
GENE_0083,1676,treatment,9.105696863188157
GENE_0083,1677,treatment,9.381798494830509
GENE_0083,1678,treatment,8.274500014548208
GENE_0083,1679,treatment,9.59337309376511
GENE_0084,1680,control,8.021155723081108
GENE_0084,1681,control,8.527728152629404
GENE_0084,1682,control,6.925275741925913
GENE_0084,1683,control,6.913715655030019
GENE_0084,1684,control,8.149916398380386
GENE_0084,1685,control,7.995410013131766
GENE_0084,1686,control,8.092921602208012
GENE_0084,1687,control,7.7451543921076045
GENE_0084,1688,control,8.364718804284411
GENE_0084,1689,control,8.512275647097566
GENE_0084,1690,treatment,8.26551454512579
GENE_0084,1691,treatment,7.855868631329929
GENE_0084,1692,treatment,6.840095120264528
GENE_0084,1693,treatment,8.42240419787287
GENE_0084,1694,treatment,8.671275049872126
GENE_0084,1695,treatment,8.35383141004364
GENE_0084,1696,treatment,7.515520948400321
GENE_0084,1697,treatment,8.369911199969717
GENE_0084,1698,treatment,8.472615622831245
GENE_0084,1699,treatment,8.856673219741946
GENE_0085,1700,control,6.824118069427175
GENE_0085,1701,control,7.359667719055351
GENE_0085,1702,control,6.980243630217438
GENE_0085,1703,control,6.334137909798249
GENE_0085,1704,control,7.176707047691138
GENE_0085,1705,control,7.266931989524792
GENE_0085,1706,control,6.997047683908502
GENE_0085,1707,control,7.06943980087542
GENE_0085,1708,control,6.8063798449993
GENE_0085,1709,control,7.761721505570284
GENE_0085,1710,treatment,6.453287389884479
GENE_0085,1711,treatment,6.625641671406372
GENE_0085,1712,treatment,6.95471012336659
GENE_0085,1713,treatment,7.432092806161942
GENE_0085,1714,treatment,6.125112847374456
GENE_0085,1715,treatment,6.228004878555459
GENE_0085,1716,treatment,5.827917411672356
GENE_0085,1717,treatment,6.96665046481575
GENE_0085,1718,treatment,6.3335998914628515
GENE_0085,1719,treatment,6.737165530416597
GENE_0086,1720,control,8.440805331439483
GENE_0086,1721,control,8.9208589403789
GENE_0086,1722,control,8.629017978606601
GENE_0086,1723,control,9.16331670117309
GENE_0086,1724,control,9.054974264911454
GENE_0086,1725,control,8.413090294974014
GENE_0086,1726,control,8.7008953634998
GENE_0086,1727,control,9.367712696616321
GENE_0086,1728,control,9.010011106509802
GENE_0086,1729,control,8.025324696106926
GENE_0086,1730,treatment,9.154243761514309
GENE_0086,1731,treatment,8.197117985530118
GENE_0086,1732,treatment,9.570536016348603
GENE_0086,1733,treatment,9.356908189782613
GENE_0086,1734,treatment,8.953090839625169
GENE_0086,1735,treatment,8.880131891759955
GENE_0086,1736,treatment,8.678686087054968
GENE_0086,1737,treatment,9.166842001140065
GENE_0086,1738,treatment,8.589725834665915
GENE_0086,1739,treatment,8.92321725672199
GENE_0087,1740,control,8.737327640884267
GENE_0087,1741,control,8.707415232828458
GENE_0087,1742,control,8.389420225424889
GENE_0087,1743,control,8.460861229453945
GENE_0087,1744,control,8.040703818530513
GENE_0087,1745,control,9.447727073781882
GENE_0087,1746,control,10.041224237968864
GENE_0087,1747,control,9.830252158732009
GENE_0087,1748,control,8.151974771078756
GENE_0087,1749,control,9.444991309179251
GENE_0087,1750,treatment,11.178479732281296
GENE_0087,1751,treatment,10.145075750417075
GENE_0087,1752,treatment,10.452117326680867
GENE_0087,1753,treatment,9.291980061880771
GENE_0087,1754,treatment,10.543026132210493
GENE_0087,1755,treatment,9.811363388634245
GENE_0087,1756,treatment,10.506120499674672
GENE_0087,1757,treatment,9.537659632619455
GENE_0087,1758,treatment,10.694893263286017
GENE_0087,1759,treatment,10.959803211308019
GENE_0088,1760,control,6.43487674616606
GENE_0088,1761,control,5.874371492539309
GENE_0088,1762,control,6.913656722200451
GENE_0088,1763,control,6.740307502086916
GENE_0088,1764,control,6.207123489150368
GENE_0088,1765,control,7.309344481913493
GENE_0088,1766,control,6.812700455916241
GENE_0088,1767,control,6.468529388686921
GENE_0088,1768,control,6.755169342839553
GENE_0088,1769,control,7.649401662353087
GENE_0088,1770,treatment,7.391799485007171
GENE_0088,1771,treatment,6.988669832117629
GENE_0088,1772,treatment,7.400691926097467
GENE_0088,1773,treatment,6.421682589929092
GENE_0088,1774,treatment,7.077987721341666
GENE_0088,1775,treatment,7.141211447709358
GENE_0088,1776,treatment,6.801774086267499
GENE_0088,1777,treatment,7.299686250718378
GENE_0088,1778,treatment,6.6309457658873505
GENE_0088,1779,treatment,7.340585555218663
GENE_0089,1780,control,7.057792591454164
GENE_0089,1781,control,9.316898662768116
GENE_0089,1782,control,6.986032614893536
GENE_0089,1783,control,8.323403561781682
GENE_0089,1784,control,9.226171944679315
GENE_0089,1785,control,8.487722826948708
GENE_0089,1786,control,7.8558282354793025
GENE_0089,1787,control,8.060675141893382
GENE_0089,1788,control,9.227028686313892
GENE_0089,1789,control,7.605403034035799
GENE_0089,1790,treatment,9.28317563136666
GENE_0089,1791,treatment,8.631924371364292
GENE_0089,1792,treatment,8.006413094094212
GENE_0089,1793,treatment,8.34151723607107
GENE_0089,1794,treatment,8.102757138231647
GENE_0089,1795,treatment,9.13865438630974
GENE_0089,1796,treatment,9.065065821207112
GENE_0089,1797,treatment,7.716691902205724
GENE_0089,1798,treatment,8.440254860651917
